locus,map_chr,map_prop,map_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,onil_chr,onil_prop,onil_pos,dlab_chr,dlab_prop,dlab_pos,
Contig_93840,9,0.787,65.42,6,0.309,5282064,16-22,0.153,3943738,4,0.990,13676946,,,,13,0.436,14279249,11,0.218,5725876,
Contig_554,10,0.490,44.02,,,,,,,,,,,,,,,,1A,0.616,17898693,
Contig_2467,11,0.972,72.88,,,,1,0.030,771731,,,,,,,16,0.033,1148311,15,0.023,584993,
Soc1098,7,0.699,56.46,21,0.837,9802780,24,0.740,14659928,10,0.696,6355479,6,0.795,5582211,9,0.694,14553793,18-21,0.701,11538301,
Contig_16876,20,0.289,25.89,,,,20,0.680,16154743,,,,,,,,,,14,0.784,22262170,
Contig_8685,13,0.096,7.90,,,,,,,,,,,,,,,,,,,
Contig_70025,19,0.480,44.58,,,,,,,,,,,,,,,,,,,
Contig_1370,9,0.475,39.46,,,,,,,,,,,,,13,0.634,20800647,11,0.438,11494215,
Contig_34022,5,0.883,71.47,,,,21,0.896,25689978,11,0.016,175980,,,,,,,,,,
Contig_2499,13,0.655,53.97,,,,,,,,,,,,,,,,,,,
Contig_38333,17,0.223,19.00,,,,7_1,0.699,16250207,16,0.344,3544693,14,0.755,7735351,15,0.850,22687345,17,0.292,6681767,
Contig_24981,12,0.901,92.46,,,,,,,,,,,,,,,,,,,
Contig_7678,20,0.057,5.13,7,0.750,20964846,20,0.634,15056742,,,,,,,,,,,,,
Contig_393,20,0.140,12.50,7,0.840,23453862,20,0.763,18134448,15,0.459,5291564,7,0.823,9624906,,,,14,0.708,20110286,
Contig_27273,18,0.086,7.31,,,,,,,,,,,,,,,,,,,
Contig_66305,9,0.694,57.73,,,,,,,,,,,,,,,,,,,
Soc434,5,0.914,73.98,,,,,,,,,,,,,,,,,,,
Dla04,13,0.685,56.40,3,0.454,7624651,4,0.598,15276673,,,,,,,18,0.281,7365091,10,0.409,9847047,
Contig_25827,12,0.739,75.91,2,0.576,13423299,2,0.863,26235216,13,0.187,3167253,5,0.283,3793236,1,0.505,15746722,5,0.335,10910475,
Soc895,9,0.969,80.53,,,,,,,,,,,,,,,,,,,
Contig_15319,23,0.612,45.32,4,0.908,29629477,18,0.358,6873527,18,0.589,4744364,19,0.402,2921598,17,0.683,21693292,x,0.623,11082352,
Dla83,1,0.428,40.18,,,,,,,,,,,,,,,,,,,
Contig_47822,14,0.116,10.03,,,,3,0.833,19572480,,,,,,,,,,9,0.985,22027693,
Contig_32519,11,0.981,73.50,,,,,,,,,,,,,,,,,,,
Soc1088,3,0.050,4.63,,,,14,0.987,13895103,,,,,,,,,,14,0.004,113227,
Contig_775,7,0.080,6.48,,,,24,0.212,4194709,,,,,,,9,0.002,41791,,,,
Contig_30453,9,0.637,52.98,,,,,,,,,,,,,,,,11,0.172,4516473,
Contig_51605,20,0.289,25.89,,,,,,,,,,,,,,,,,,,
Contig_9479,23,0.162,12.01,,,,18,0.897,17219935,,,,,,,,,,x,0.120,2141328,
Soc1115,6,0.394,35.97,,,,15,0.388,11937922,7,0.881,12596964,,,,11,0.495,16570021,16,0.375,9693200,
Contig_5570,11,0.141,10.54,,,,,,,,,,,,,,,,,,,
Dla87,3,0.860,79.30,7,0.335,9368384,14,0.290,4077882,8,0.698,10256528,,,,3,0.129,2495690,3,0.318,4283561,
Contig_162,9,0.457,38.00,,,,16-22,0.366,9451359,,,,,,,,,,11,0.437,11449967,
Contig_2330,13,0.146,12.05,,,,,,,,,,,,,,,,,,,
Contig_20641,3,0.823,75.89,7,0.297,8306143,14,0.380,5346119,8,0.727,10672942,,,,3,0.254,4900520,3,0.399,5366933,
Contig_3528,23,0.715,52.97,,,,,,,,,,,,,,,,,,,
Contig_80248,15,0.024,1.98,5,0.717,8786850,23,0.541,9823337,,,,,,,8,0.519,15279601,1B,0.436,7853491,
Contig_32828,23,0.255,18.88,4,0.660,21542553,18,0.243,4669042,18,0.927,7461249,19,0.868,6311885,17,0.928,29466368,x,0.330,5871271,
Contig_9408,18,0.086,7.31,,,,,,,,,,,,,,,,4,0.161,4429705,
Contig_7214,24,0.035,2.90,,,,,,,13,0.956,16208271,5,0.390,5228059,,,,,,,
Contig_58894,13,0.146,12.05,,,,,,,,,,,,,,,,,,,
Contig_9822,12,0.393,40.34,2,0.252,5879531,2,0.227,6911895,,,,,,,1,0.147,4595285,5,0.637,20764232,
Contig_6436,16,0.552,55.87,,,,19,0.558,13691426,,,,,,,,,,12,0.575,13358052,
Contig_8239,8,0.541,49.89,,,,8,0.319,8255938,,,,1,0.091,2100853,2,0.871,21827015,,,,
Contig_1875,6,0.207,18.92,,,,15,0.878,27018294,,,,,,,,,,16,0.654,16888573,
Contig_41222,14,0.493,42.62,,,,,,,,,,,,,,,,,,,
Contig_6486,15,0.822,69.18,,,,,,,,,,,,,,,,,,,
Contig_35167,12,0.426,43.69,2,0.269,6261960,2,0.212,6437403,13,0.696,11803087,5,0.708,9477705,1,0.167,5213660,5,0.622,20288474,
Contig_30651,24,0.930,77.94,,,,,,,,,,,,,5,0.019,699331,,,,
Contig_17094,17,0.876,74.61,,,,,,,,,,,,,,,,,,,
Contig_10045,1,0.247,23.19,9,0.432,8749235,5,0.449,12993401,17,0.025,277077,,,,6,0.397,14597493,7,0.687,19555866,
Contig_61329,17,0.063,5.40,18,0.234,3816560,,,,,,,,,,15,0.381,10165384,11,0.893,23415446,
Contig_39162,11,0.088,6.61,,,,,,,,,,,,,,,,,,,
Contig_39635,15,0.087,7.32,,,,,,,,,,,,,8,0.912,26868505,1B,0.806,14498358,
Contig_17896,20,0.003,0.31,7,0.739,20648676,20,0.922,21893024,15,0.980,11287358,7,0.320,3743409,10,0.723,12353902,14,0.571,16204496,
Contig_91950,16,0.525,53.06,,,,19,0.416,10196785,,,,,,,,,,12,0.424,9845772,
Contig_6846,3,0.000,0,,,,14,0.823,11587019,,,,,,,,,,14,0.091,2573323,
Soc1095,13,0.698,57.46,3,0.474,7968608,4,0.615,15710625,22,0.724,8407505,2,0.634,13695261,18,0.263,6892556,10,0.391,9405275,
Contig_10826,15,0.126,10.58,,,,23,0.863,15674264,1,0.060,1405362,,,,,,,1B,0.851,15316082,
Contig_44709,15,0.517,43.49,,,,23,0.747,13577593,,,,,,,8,0.666,19620826,1B,0.651,11720680,
Contig_5544,8,0.952,87.75,,,,8,0.966,25031596,,,,,,,2,0.088,2206153,2,0.737,19329494,
Contig_54312,15,0.250,21.07,,,,23,0.329,5970722,,,,,,,8,0.992,29200375,1B,0.698,12555373,
Contig_1945,2,0.490,41.19,,,,7_2,0.535,7446641,,,,,,,,,,24,0.741,10314210,
Contig_7130,18,0.489,41.46,,,,,,,,,,,,,,,,,,,
Soc533,16,0.124,12.57,,,,,,,,,,,,,,,,,,,
Contig_51758,5,0.259,20.94,1,0.239,6726598,21,0.313,8985670,,,,,,,14,0.380,12989719,13,0.506,13988456,
Contig_61685,12,0.440,45.21,,,,2,0.605,18401316,,,,,,,,,,5,0.081,2633467,
Contig_2682,14,0.575,49.65,,,,3,0.344,8088135,12,0.274,2917497,,,,,,,9,0.457,10220938,
Contig_18654,16,0.400,40.42,15,0.168,2729447,19,0.387,9482713,2,0.742,8469163,10,0.323,4287661,19,0.730,19827288,12,0.393,9132401,
Contig_9791,13,0.119,9.84,,,,,,,,,,,,,,,,,,,
Contig_35786,1,0.415,38.93,,,,5,0.183,5300029,,,,,,,,,,7,0.912,25964005,
Contig_21465,5,0.458,37.04,,,,21,0.161,4603920,,,,,,,,,,13,0.345,9535528,
Soc976,17,0.063,5.40,,,,,,,,,,,,,,,,,,,
Soc821,18,0.973,82.57,8,0.153,2968320,17,0.139,3838392,20,0.063,850257,,,,23,0.344,7139023,4,0.855,23570042,
Contig_71479,9,0.134,11.11,,,,,,,,,,,,,,,,,,,
Contig_7139,7,0.080,6.48,21,0.074,866894,24,0.141,2798214,,,,,,,9,0.139,2906930,18-21,0.056,913916,
Soc941,16,0.891,90.06,,,,,,,,,,,,,,,,12,0.880,20441674,
Contig_33889,19,0.860,79.91,,,,13,0.531,14471950,,,,,,,12,0.327,11351566,20,0.277,7876165,
Contig_34011,6,0.898,82.00,,,,,,,,,,,,,,,,,,,
Contig_76926,6,0.576,52.63,20,0.902,17798177,15,0.270,8294836,,,,,,,11,0.646,21602886,16,0.238,6156418,
Contig_26930,13,0.146,12.05,,,,,,,,,,,,,,,,,,,
Contig_85035,12,0.263,27.00,,,,,,,,,,,,,,,,,,,
Contig_6325,3,0.823,75.89,7,0.183,5125253,14,0.738,10385883,,,,,,,3,0.534,10326112,3,0.694,9333395,
Contig_7443,7,0.054,4.35,,,,24,0.262,5194546,,,,,,,,,,,,,
Contig_8178,20,0.494,44.26,7,0.991,27683811,,,,15,0.197,2274076,7,0.882,10318204,17,0.304,9649578,,,,
Contig_10741,19,0.469,43.57,,,,13,0.264,7201011,,,,,,,12,0.574,19905265,20,0.400,11353593,
Soc1051,19,0.348,32.32,13,0.091,1834713,13,0.149,4053683,,,,12,0.258,3261198,12,0.685,23755489,20,0.511,14509070,
Contig_10558,20,0.682,61.06,,,,,,,,,,,,,,,,11,0.933,24446285,
Contig_48441,15,0.372,31.30,5,0.752,9209134,23,0.504,9150704,1,0.395,9198863,2,0.370,7994713,8,0.488,14370860,1B,0.399,7183110,
Contig_4263,3,0.327,30.15,,,,14,0.526,7409606,,,,,,,,,,3,0.925,12448802,
Contig_4142,6,0.703,64.20,,,,,,,,,,,,,,,,,,,
Contig_87338,21,0.674,67.26,12,0.780,14344990,6,0.821,22918706,,,,,,,,,,22-25,0.127,3363940,
Contig_15946,6,0.094,8.54,,,,15,0.932,28672209,,,,,,,11,0.451,15072681,16,0.720,18591932,
Contig_30461,1,0.837,78.58,9,0.138,2798618,5,0.974,28201165,,,,18,0.088,979181,6,0.917,33663506,7,0.143,4061021,
Contig_106122,16,0.127,12.89,,,,,,,,,,,,,,,,,,,
Contig_19539,16,0.618,62.47,15,0.563,9119966,19,0.633,15535864,2,0.378,4316298,,,,19,0.188,5115183,12,0.653,15168690,
Contig_61091,10,0.951,85.42,,,,,,,,,,,,,,,,4,0.274,7540441,
Contig_66355,16,0.824,83.30,15,0.670,10853464,19,0.749,18374524,2,0.031,348799,10,0.837,11112863,,,,12,0.778,18080659,
Soc1106,6,0.599,54.69,,,,,,,,,,,,,,,,,,,
Contig_4872,23,0.751,55.64,,,,,,,,,,,,,,,,,,,
Contig_14862,15,0.297,25.03,,,,23,0.594,10785202,1,0.193,4485578,,,,8,0.556,16363394,1B,0.492,8851271,
Contig_1886,22,0.140,11.38,14,0.702,10699631,9,0.136,3136659,,,,,,,7,0.261,13342436,19,0.948,22003565,
Contig_34100,5,0.825,66.73,,,,5,0.043,1245318,,,,,,,,,,,,,
Contig_1236,11,0.338,25.31,16,0.357,6465228,1,0.975,25064270,,,,,,,,,,15,0.123,3141539,
Contig_14059,8,0.093,8.55,,,,4,0.300,7672258,,,,,,,,,,,,,
Contig_20774,12,0.882,90.58,,,,,,,,,,,,,,,,5,0.563,18366842,
Contig_9662,15,0.870,73.27,,,,,,,,,,,,,,,,1B,0.013,232874,
Soc1060,14,0.203,17.49,,,,3,0.891,20948816,,,,,,,,,,9,0.034,766789,
Soc565,11,0.913,68.42,,,,1,0.875,22480113,,,,,,,16,0.300,10467383,15,0.729,18642662,
Contig_18443,3,0.537,49.52,,,,15,0.685,21072472,,,,,,,,,,3,0.687,9246659,
Soc690,5,0.089,7.21,,,,,,,,,,,,,,,,,,,
Contig_38929,8,0.911,84.02,,,,,,,,,,,,,2,0.051,1269183,2,0.705,18478141,
Soc512,16,0.049,4.99,,,,,,,,,,,,,,,,,,,
Contig_27636,24,0.081,6.77,,,,,,,,,,,,,,,,,,,
Soc903,19,0.495,46.01,,,,13,0.027,730463,,,,,,,12,0.807,27991051,20,0.634,18009795,
Contig_841,18,0.217,18.40,8,0.945,18302980,17,0.209,5794191,20,0.180,2415073,1,0.498,11456201,23,0.581,12065028,4,0.780,21513477,
Contig_20317,10,0.189,16.95,17,0.607,8857301,12,0.595,16558821,,,,,,,5,0.326,12201641,1A,0.357,10358447,
Contig_48161,21,0.783,78.11,12,0.824,15166715,6,0.859,23975833,3,0.967,12661735,,,,,,,22-25,0.085,2236135,
Contig_45920,14,0.116,10.03,10,0.075,1170415,3,0.822,19316056,,,,,,,,,,9,0.973,21753814,
Contig_13502,24,0.582,48.76,,,,,,,,,,,,,,,,,,,
Contig_6230,23,0.040,2.93,4,0.729,23797070,18,0.870,16703708,,,,,,,,,,x,0.043,756668,
Contig_59786,6,0.382,34.87,,,,,,,,,,,,,,,,,,,
Contig_38556,4,0.586,54.96,,,,11,0.605,14103994,,,,,,,,,,,,,
Soc1085,1,0.823,77.31,,,,5,0.983,28475871,,,,,,,6,0.906,33262683,7,0.130,3698387,
Contig_42950,21,0.758,75.58,,,,,,,,,,,,,,,,,,,
Soc1108,14,0.559,48.24,10,0.662,10371364,3,0.324,7613023,12,0.323,3446924,21,0.583,3401175,22,0.838,22137675,9,0.434,9713399,
Contig_16224,3,0.891,82.12,,,,14,0.132,1857136,,,,,,,,,,3,0.147,1978004,
Contig_6268,7,0.136,11.00,,,,,,,,,,,,,,,,18-21,0.153,2509908,
Contig_13864,15,0.499,42.00,,,,,,,,,,,,,,,,,,,
Contig_27567,1,0.301,28.25,,,,,,,,,,,,,,,,,,,
Contig_64605,6,0.768,70.12,,,,15,0.122,3761341,,,,,,,,,,16,0.064,1650068,
Contig_33822,24,0.347,29.10,,,,10,0.351,9805306,9,0.873,12148935,13,0.816,10857409,13,0.875,28673295,6,0.491,13850008,
Mmi10,10,0.951,85.42,17,0.078,1132264,12,0.111,3089282,,,,,,,5,0.740,27682006,1A,0.947,27509438,
Contig_17415,17,0.608,51.81,18,0.707,11508193,7_1,0.489,11367044,16,0.632,6511800,14,0.497,5089930,15,0.603,16097713,17,0.508,11619348,
Contig_60456,19,0.089,8.26,,,,,,,,,,,,,,,,,,,
Dla10,6,0.312,28.48,20,0.483,9525117,15,0.718,22094466,7,0.782,11178896,8,0.632,6643735,11,0.192,6432763,16,0.459,11857685,
Contig_24219,20,0.000,0,,,,20,0.809,19227416,,,,,,,,,,14,0.668,18974023,
Contig_14548,14,0.953,82.27,,,,,,,,,,,,,,,,,,,
Contig_36863,2,0.160,13.45,,,,,,,,,,,,,,,,,,,
Contig_2668,1,0.058,5.44,,,,,,,,,,,,,,,,,,,
Contig_9614,15,0.954,80.35,,,,,,,,,,,,,,,,,,,
Contig_101565,9,0.509,42.32,6,0.537,9175125,16-22,0.333,8604037,,,,,,,13,0.604,19804860,11,0.404,10578611,
Soc631,8,0.265,24.41,,,,8,0.612,15852282,,,,,,,,,,2,0.187,4891653,
Contig_52598,5,0.000,0,,,,21,0.330,9462263,,,,,,,,,,13,0.523,14458971,
Contig_8180,8,0.861,79.40,,,,,,,,,,,,,,,,,,,
Contig_67706,3,0.295,27.18,,,,,,,,,,,,,,,,,,,
Soc697,16,0.504,50.92,,,,19,0.391,9595163,,,,,,,,,,12,0.398,9245873,
Contig_31700,21,1.000,99.73,12,0.788,14501549,6,0.855,23886561,3,0.972,12725348,9,0.923,9747258,20,0.188,5901175,22-25,0.088,2331532,
Dla78,7,0.319,25.78,,,,,,,3,0.988,12937247,,,,,,,,,,
Contig_1821,2,0.444,37.34,,,,,,,,,,,,,,,,,,,
Contig_50528,21,0.596,59.39,,,,6,0.656,18326108,,,,,,,20,0.400,12581176,22-25,0.303,8005958,
Contig_11207,15,0.381,32.05,,,,,,,,,,,,,,,,,,,
Contig_5484,12,0.745,76.52,2,0.545,12703778,2,0.911,27684900,,,,,,,1,0.472,14735142,5,0.362,11818130,
Contig_54032,3,0.943,86.97,,,,,,,,,,,,,,,,,,,
Contig_47085,15,0.328,27.63,,,,,,,,,,,,,,,,,,,
Contig_69197,11,0.706,52.90,16,0.497,9003916,1,0.649,16679907,1,0.615,14299803,2,0.590,12746218,,,,,,,
Contig_13002,16,0.131,13.20,,,,,,,,,,,,,,,,,,,
Contig_54390,20,0.560,50.17,,,,20,0.434,10301985,,,,,,,,,,14,0.382,10838151,
Soc402,8,0.921,84.95,,,,,,,,,,,,,2,0.072,1804776,,,,
Contig_75530,8,0.601,55.38,,,,8,0.263,6825026,,,,,,,,,,2,0.497,13031990,
Contig_10928,6,0.786,71.77,13,0.128,2573484,,,,,,,,,,,,,,,,
Contig_35800,5,0.093,7.53,,,,,,,,,,,,,,,,,,,
Contig_53258,13,0.815,67.14,3,0.513,8615893,4,0.649,16573632,22,0.767,8899283,15,0.534,3912728,18,0.228,5960827,10,0.354,8514600,
Contig_6059,16,0.753,76.16,,,,,,,,,,,,,19,0.251,6808526,12,0.717,16657831,
Soc558,9,0.526,43.75,6,0.483,8254778,16-22,0.291,7514987,4,0.813,11232424,17,0.404,4899590,13,0.562,18431727,11,0.361,9457976,
Contig_854,8,0.397,36.64,,,,,,,,,,,,,,,,,,,
Soc657,22,0.549,44.71,,,,9,0.412,9470276,,,,,,,7,0.393,20082366,19,0.663,15373582,
Dla72,20,0.810,72.52,7,0.442,12348844,20,0.266,6330315,,,,,,,10,0.146,2502234,14,0.236,6696872,
Contig_22761,19,0.159,14.75,,,,,,,,,,,,,,,,,,,
Contig_106014,16,0.584,59.06,,,,19,0.517,12669731,,,,10,0.484,6430273,19,0.094,2562865,12,0.532,12350517,
Soc573,11,0.789,59.14,,,,,,,,,,,,,,,,,,,
Contig_24004,21,0.014,1.42,,,,,,,,,,,,,,,,,,,
Contig_42933,5,0.922,74.60,1,0.567,15990196,21,0.748,21457838,11,0.856,9620620,16,0.726,6553694,14,0.950,32475228,13,0.961,26545114,
Contig_13137,20,0.289,25.89,,,,,,,,,,,,,,,,,,,
Soc1148,15,0.242,20.40,,,,23,0.787,14301405,1,0.031,715426,,,,8,0.936,27575890,1B,0.775,13939788,
Contig_24687,23,0.714,52.84,4,0.965,31475522,18,0.473,9073524,18,0.438,3529006,19,0.253,1842468,17,0.596,18916155,x,0.752,13373295,
Soc988,8,0.146,13.48,,,,,,,14,0.774,9536096,,,,,,,2,0.089,2323551,
Contig_28881,23,0.948,70.16,,,,18,0.666,12786907,18,0.206,1662057,19,0.081,588306,,,,x,0.948,16859330,
Contig_45543,7,0.778,62.81,,,,24,0.770,15263291,,,,,,,9,0.837,17550895,18-21,0.823,13542552,
Contig_35583,19,0.193,17.89,,,,13,0.909,24759829,,,,,,,,,,,,,
Contig_42946,22,0.119,9.70,,,,9,0.162,3720380,,,,,,,,,,19,0.917,21280253,
Contig_2075,18,0.101,8.57,,,,17,0.265,7330093,20,0.264,3536472,1,0.546,12557809,23,0.668,13878874,4,0.726,20020351,
Contig_74471,22,0.109,8.89,,,,,,,,,,,,,,,,,,,
Contig_2288,9,0.798,66.37,,,,,,,,,,,,,,,,,,,
Soc618,17,0.048,4.07,,,,,,,,,,,,,,,,,,,
Contig_29509,14,0.224,19.38,,,,,,,,,,,,,,,,,,,
Contig_16328,18,0.982,83.31,,,,,,,,,,,,,,,,,,,
Contig_224,19,0.952,88.42,,,,13,0.636,17321318,,,,,,,,,,20,0.018,519271,
Contig_10439,23,0.584,43.27,,,,,,,,,,,,,,,,,,,
Contig_23536,9,0.149,12.41,,,,16-22,0.613,15838756,4,0.400,5533636,,,,13,0.027,874209,11,0.682,17875204,
Contig_3903,17,0.695,59.23,,,,7_1,0.381,8869826,,,,,,,,,,17,0.693,15854470,
Soc547,19,0.341,31.70,,,,,,,,,,,,,,,,,,,
Contig_3632,9,0.181,15.02,,,,16-22,0.627,16218543,4,0.418,5774784,17,0.831,10088264,,,,11,0.696,18248405,
Contig_21442,15,0.016,1.35,,,,23,0.829,15059414,,,,,,,,,,1B,0.815,14675418,
Contig_16010,24,0.417,34.96,,,,10,0.439,12265714,,,,,,,7,0.767,39144703,6,0.404,11374844,
Soc798,1,0.341,31.98,,,,,,,,,,,,,,,,,,,
Contig_75639,21,0.590,58.88,,,,6,0.661,18447889,3,0.768,10050260,9,0.655,6911179,20,0.396,12455275,22-25,0.298,7883762,
Contig_7783,23,0.220,16.28,,,,,,,,,,,,,,,,,,,
Contig_555,21,0.713,71.06,,,,,,,,,,,,,,,,,,,
Contig_46769,2,0.708,59.53,1,0.808,22761327,7_2,0.260,3621578,,,,,,,,,,24,0.215,2986616,
Contig_1943,20,0.700,62.71,,,,20,0.517,12271920,,,,,,,,,,14,0.455,12906474,
Soc526,24,0.027,2.28,,,,1,0.060,1544241,,,,,,,,,,,,,
Contig_9451,11,0.342,25.67,,,,1,0.303,7776575,1,0.995,23142096,2,0.988,21326759,16,0.658,22971976,15,0.042,1074169,
Contig_68171,11,0.981,73.50,16,0.484,8766878,1,0.638,16395469,1,0.605,14069862,2,0.581,12544261,,,,15,0.581,14851122,
Contig_11233,23,0.046,3.44,4,0.676,22074613,,,,18,0.971,7817838,19,0.911,6625515,,,,,,,
Contig_80192,5,0.935,75.69,1,0.670,18888726,21,0.940,26954206,,,,16,0.965,8712803,14,0.046,1588762,13,0.125,3440871,
Contig_24449,22,0.758,61.68,,,,,,,,,,,,,,,,19,0.298,6925944,
Contig_31074,20,0.523,46.82,,,,,,,,,,,,,,,,,,,
Soc762,8,0.397,36.64,4,0.336,10961764,8,0.421,10903414,,,,,,,,,,2,0.351,9205785,
Contig_16439,16,0.124,12.57,,,,19,0.094,2312050,,,,,,,,,,,,,
Dla59,15,0.397,33.41,5,0.105,1289020,23,0.703,12778751,,,,,,,8,0.636,18737048,1B,0.609,10956044,
Contig_16927,10,0.554,49.72,,,,12,0.873,24296168,19,0.426,6046424,11,0.495,5921328,5,0.695,25979475,1A,0.593,17217056,
Soc626,2,0.512,43.02,,,,7_2,0.242,3370001,,,,,,,,,,24,0.183,2550547,
Contig_11974,11,0.446,33.40,,,,,,,,,,,,,,,,,,,
Contig_18320,14,0.319,27.51,,,,,,,,,,,,,,,,,,,
Contig_5081,16,0.811,82.03,,,,19,0.738,18109439,,,,,,,,,,12,0.766,17799630,
Soc595,14,0.889,76.77,,,,,,,,,,,,,,,,9,0.710,15876164,
Contig_21381,17,0.289,24.60,,,,,,,,,,,,,,,,,,,
Contig_36989,8,0.952,87.75,,,,8,0.950,24621160,,,,,,,,,,,,,
Contig_3268,11,0.351,26.29,,,,1,0.309,7951649,,,,,,,,,,15,0.043,1097478,
Contig_28736,1,0.048,4.50,,,,,,,,,,,,,,,,,,,
Soc746,11,0.485,36.35,16,0.739,13394050,1,0.509,13082022,1,0.775,18018358,,,,,,,15,0.345,8823092,
Contig_7333,1,0.029,2.77,,,,,,,,,,,,,,,,,,,
Contig_16390,6,0.241,22.05,,,,,,,,,,,,,,,,16,0.549,14185490,
Soc542,22,0.936,76.17,,,,,,,,,,,,,,,,,,,
Contig_23290,23,0.631,46.75,4,0.943,30758944,18,0.435,8342844,18,0.492,3960106,19,0.300,2180723,17,0.627,19917817,,,,
Contig_26836,6,0.312,28.48,,,,,,,,,,,,,,,,,,,
Soc1064,15,0.582,49.01,,,,12,0.952,26505560,,,,,,,,,,,,,
Contig_25290,15,0.042,3.55,,,,,,,,,,,,,,,,,,,
Contig_2343,13,0.681,56.11,3,0.442,7427937,4,0.589,15030594,,,,,,,18,0.292,7651950,10,0.420,10098736,
Contig_41296,24,0.263,22.05,,,,10,0.284,7930973,,,,,,,13,0.937,30727479,6,0.559,15762400,
Contig_16532,2,0.708,59.53,,,,,,,,,,,,,,,,,,,
Contig_22073,4,0.071,6.64,11,0.150,2498357,11,0.833,19396731,5,0.232,2828518,,,,4,0.369,10576765,8,0.900,20765077,
Contig_10817,12,0.413,42.37,,,,2,0.234,7110989,,,,,,,,,,,,,
Contig_17293,5,0.734,59.39,,,,21,0.843,24183107,,,,,,,,,,,,,
Soc1136,1,0.381,35.75,,,,,,,,,,,,,6,0.312,11449082,7,0.873,24853127,
Contig_4648,21,0.787,78.50,,,,,,,,,,,,,,,,22-25,0.036,961902,
Soc1156,16,0.049,4.99,,,,19,0.046,1132186,,,,,,,19,0.978,26569242,,,,
Contig_78387,14,0.224,19.38,20,0.820,16181275,15,0.191,5872919,7,0.133,1897388,,,,11,0.926,30985914,16,0.145,3743585,
Contig_36150,2,0.705,59.29,,,,7_2,0.427,5940575,,,,,,,,,,24,0.850,11834969,
Contig_18129,12,0.657,67.44,,,,,,,,,,,,,,,,,,,
Contig_60890,23,0.952,70.47,,,,18,0.554,10634423,,,,,,,,,,x,0.843,14996544,
Contig_106699,18,0.068,5.76,8,0.251,4858706,17,0.975,26991639,,,,,,,17,0.336,10670508,4,0.013,356505,
Contig_9025,15,0.231,19.44,,,,23,0.808,14676976,,,,,,,8,0.922,27155089,1B,0.792,14246592,
Contig_8665,23,0.141,10.46,4,0.789,25753845,18,0.795,15259480,,,,19,0.950,6909144,17,0.146,4637314,x,0.243,4322595,
Contig_20418,24,0.121,10.15,,,,,,,,,,,,,,,,,,,
Contig_29439,9,0.211,17.57,,,,,,,,,,,,,,,,,,,
Contig_3844,12,0.868,89.16,,,,,,,,,,,,,,,,10,0.885,21277873,
Contig_13982,19,0.278,25.79,,,,13,0.125,3407036,,,,,,,,,,20,0.534,15168346,
Contig_6514,4,0.937,87.95,,,,11,0.080,1870258,,,,3,0.959,14854377,4,0.870,24942918,,,,
Contig_22644,19,0.707,65.63,,,,,,,,,,,,,,,,,,,
Contig_21588,23,0.028,2.09,,,,,,,,,,,,,,,,,,,
Contig_17911,3,0.823,75.89,7,0.281,7845951,14,0.422,5934079,,,,,,,3,0.287,5539632,3,0.443,5958953,
Contig_7865,10,0.106,9.51,,,,12,0.388,10814009,,,,,,,,,,1A,0.190,5519246,
Contig_629,5,0.876,70.90,,,,,,,,,,,,,,,,,,,
Contig_3831,2,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_13020,2,0.530,44.57,,,,7_2,0.148,2065402,,,,,,,,,,24,0.105,1459199,
Contig_79849,11,0.470,35.22,,,,,,,,,,,,,,,,15,0.309,7898925,
Contig_23642,22,0.427,34.77,14,0.376,5732615,9,0.494,11365646,,,,4,0.263,2593658,7,0.507,25883160,19,0.578,13403310,
Contig_29312,18,0.505,42.85,,,,17,0.376,10414261,20,0.431,5784316,,,,,,,4,0.623,17174208,
Contig_67276,13,0.969,79.83,13,0.436,8758235,13,0.378,10311159,21,0.626,9327523,12,0.521,6581536,12,0.465,16127525,20,0.287,8146901,
Contig_52749,16,0.920,93.07,,,,19,0.746,18285849,2,0.036,406337,10,0.834,11066522,19,0.281,7644791,12,0.774,17985811,
Contig_16802,20,0.508,45.53,,,,,,,,,,,,,,,,,,,
Contig_38648,10,0.129,11.59,,,,12,0.551,15331473,,,,,,,,,,1A,0.315,9141238,
Contig_12674,6,0.656,59.93,,,,,,,,,,,,,,,,16,0.148,3822158,
Contig_21130,16,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_627,3,0.879,81.05,,,,,,,,,,,,,,,,,,,
Contig_100730,23,0.787,58.24,,,,,,,,,,,,,,,,,,,
Contig_2911,2,0.936,78.65,,,,7_2,0.380,5280516,,,,,,,,,,24,0.338,4708536,
Contig_10300,5,0.120,9.71,,,,,,,,,,,,,,,,,,,
Contig_17453,14,0.748,64.60,,,,,,,,,,,,,,,,,,,
Contig_58319,5,0.898,72.71,,,,,,,,,,,,,,,,,,,
Soc1076,14,0.116,10.03,,,,3,0.834,19588823,,,,,,,,,,9,0.986,22046191,
Soc849,14,0.559,48.24,,,,3,0.358,8409104,12,0.296,3157518,21,0.540,3151978,22,0.801,21147320,9,0.470,10507785,
Contig_1464,11,0.070,5.21,,,,,,,,,,,,,,,,,,,
